LoanID,PoolID,BorrowerID,ServicerID,ServicerName,OriginationChannel,OriginationDate,CutoffDate,MaturityDate,OriginalLoanAmount,OriginalTerm,RemainingTerm,MonthsOnBook,InterestRate,MonthlyEMI,LoanPurpose,CurrentBalance,ScheduledPaymentDue,LastPaymentAmount,LastPaymentDate,DelinquencyStatus,DelinquencyDays,TotalPaymentsDue,TotalPaymentsMade,Times30DPD_Last12M,Times60DPD_Last12M,Times90DPD_Last12M,VehicleMake,VehicleModel,VehicleYear,VehicleType,IsNewVehicle,OriginalVehicleValue,CurrentVehicleValue,LTV_AtOrigination,LTV_Current,BorrowerAge,EmploymentType,AnnualIncome_INR,DTI_Ratio,CIBIL_Score_Origination,CIBIL_Score_Current,Region,State,IFRS9_Stage,PD_Estimate,LGD_Estimate,EAD,ECL_Provision,IsDefaulted,IsModified,ModificationType,LossAmount,RecoveryAmount,NetLoss,PrepaymentAmount,InsuranceType,HasInsurance
ZAAUTO2024-1-00245,ZAAUTO2024-1,BOR-147976,SVC003,Bajaj Finance Auto,Direct,2024-06-20,2024-10-31,2029-05-25,497300.0,60,56,4,7.62,9993.25,New Vehicle Purchase,442810.24,9993.25,9525.31,2024-09-30,Current,0,4,4,0,0,0,MG Motor,Gloster,2024,Sedan,True,604000.0,609142.86,0.8233,0.7701,42,Professional,1398000.0,0.0858,774,775,Central,Madhya Pradesh,1,0.0225,0.611,462210.51,6354.24,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00246,ZAAUTO2024-1,BOR-889842,SVC003,Bajaj Finance Auto,DSA,2022-09-10,2024-10-31,2029-08-04,2597600.0,84,59,25,9.19,42043.9,New Vehicle Purchase,1699975.24,42043.9,42467.2,2024-10-10,Current,0,25,25,0,0,0,Volkswagen,Virtus,2022,MUV,True,3379000.0,2307118.5,0.7688,0.7187,29,Salaried,2261000.0,0.2231,691,682,East,Bihar,1,0.0151,0.5575,1774089.11,14934.73,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00247,ZAAUTO2024-1,BOR-297296,SVC003,Bajaj Finance Auto,Direct,2023-02-21,2024-10-31,2026-02-05,675900.0,36,16,20,8.12,21217.69,New Vehicle Purchase,303730.59,21217.69,20827.13,2024-10-13,Current,0,20,20,0,0,0,Volkswagen,Virtus,2023,Sedan,True,963000.0,781240.43,0.7018,0.415,30,Business Owner,1979000.0,0.1287,747,770,North,Punjab,1,0.0202,0.5305,307104.15,3290.96,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00248,ZAAUTO2024-1,BOR-822049,SVC001,HDFC Bank Auto Finance,Dealer,2023-10-21,2024-10-31,2026-10-05,1476800.0,36,24,12,11.69,48832.52,New Vehicle Purchase,931697.09,48832.52,50846.26,2024-10-21,Current,0,12,12,0,0,0,MG Motor,Hector,2023,Sedan,True,1646000.0,1547355.26,0.8972,0.6613,30,Business Owner,3709000.0,0.158,772,802,South,Kerala,1,0.0251,0.5828,971610.01,14212.98,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00249,ZAAUTO2024-1,BOR-396080,SVC001,HDFC Bank Auto Finance,Direct,2024-01-28,2024-10-31,2029-12-27,3005700.0,72,63,9,8.0,52699.66,New Vehicle Purchase,2653692.08,52699.66,50601.94,2024-10-22,Current,0,9,9,0,0,0,Honda,Amaze,2024,MUV,True,3474000.0,3022302.02,0.8652,0.8564,34,Professional,757000.0,0.8354,732,756,North,Punjab,1,0.0237,0.4087,2740101.34,26541.14,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00250,ZAAUTO2024-1,BOR-857649,SVC003,Bajaj Finance Auto,DSA,2023-05-25,2024-10-31,2030-04-18,803000.0,84,67,17,10.54,13555.87,Refinance,590712.72,13555.87,13747.56,2024-09-29,Current,0,17,17,0,0,0,Tata Motors,Nexon,2019,Sedan,False,1029000.0,774023.74,0.7804,0.7212,48,Self-Employed,460000.0,0.3536,711,711,East,Bihar,1,0.0173,0.546,601561.84,5682.23,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00251,ZAAUTO2024-1,BOR-412856,SVC003,Bajaj Finance Auto,Dealer,2024-04-16,2024-10-31,2030-03-16,680000.0,72,66,6,14.5,14194.61,New Vehicle Purchase,626705.91,14194.61,7894.65,2024-10-31,1-29 DPD,1,6,5,0,0,0,Skoda,Slavia,2024,Hatchback,True,1025000.0,961610.27,0.6634,0.6589,58,Self-Employed,767000.0,0.2221,666,684,South,Kerala,1,0.023,0.4122,647342.78,6137.2,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00252,ZAAUTO2024-1,BOR-670873,SVC002,ICICI Auto Loans,Online,2022-10-06,2024-10-31,2025-09-20,360100.0,36,12,24,11.04,11796.03,Used Vehicle Purchase,114575.89,11796.03,11987.85,2024-10-29,Current,0,24,24,0,0,0,Hyundai,Creta,2020,Sedan,False,417000.0,281292.81,0.8636,0.3859,34,Professional,4892000.0,0.0289,818,768,South,Andhra Pradesh,1,0.0203,0.6458,116593.1,1528.51,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00253,ZAAUTO2024-1,BOR-864521,SVC003,Bajaj Finance Auto,Online,2022-01-21,2024-10-31,2025-12-31,1572900.0,48,15,33,11.64,41143.01,New Vehicle Purchase,462830.42,41143.01,41574.78,2024-10-05,Current,0,33,33,0,0,0,Tata Motors,Harrier,2022,Sedan,True,1940000.0,1247120.06,0.8108,0.395,51,Salaried,1078000.0,0.458,816,786,East,Jharkhand,1,0.0259,0.559,467288.11,6765.44,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00254,ZAAUTO2024-1,BOR-449718,SVC002,ICICI Auto Loans,DSA,2022-10-10,2024-10-31,2025-09-24,243300.0,36,12,24,9.81,7828.92,Refinance,74072.37,7828.92,8139.39,2024-10-21,Current,0,24,24,0,0,0,Honda,Amaze,2017,Sedan,False,381000.0,261397.5,0.6385,0.2731,41,Self-Employed,4384000.0,0.0214,707,692,North,Delhi,1,0.0151,0.4547,76191.43,523.13,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00255,ZAAUTO2024-1,BOR-109958,SVC003,Bajaj Finance Auto,DSA,2023-03-09,2024-10-31,2029-02-05,1187700.0,72,53,19,10.84,22509.56,New Vehicle Purchase,803581.31,22509.56,22555.92,2024-10-17,Current,0,19,19,0,0,0,Tata Motors,Harrier,2023,Compact SUV,True,1307000.0,969690.67,0.9087,0.7964,55,Self-Employed,3391000.0,0.0797,686,684,Central,Chhattisgarh,1,0.0162,0.6459,835663.04,8744.03,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00256,ZAAUTO2024-1,BOR-160200,SVC003,Bajaj Finance Auto,Dealer,2021-06-28,2024-10-31,2025-06-07,557300.0,48,8,40,14.11,15259.81,New Vehicle Purchase,85895.44,15259.81,15947.83,2024-09-28,Current,0,40,40,0,0,0,Kia,Sonet,2021,Hatchback,True,889000.0,479299.12,0.6268,0.1858,30,Business Owner,2769000.0,0.0661,652,656,Central,Madhya Pradesh,1,0.0226,0.5608,89115.09,1129.45,False,True,Term Extension,0,0,0,0,Nil,False
ZAAUTO2024-1-00257,ZAAUTO2024-1,BOR-153379,SVC002,ICICI Auto Loans,Direct,2021-03-28,2024-10-31,2026-03-02,1120000.0,60,17,43,13.38,25701.84,New Vehicle Purchase,310051.38,25701.84,26881.9,2024-09-29,Current,0,43,43,0,0,0,Skoda,Slavia,2021,Compact SUV,True,1694000.0,873308.52,0.6612,0.3782,52,Professional,2082000.0,0.1481,745,709,West,Goa,1,0.014,0.5394,316153.52,2387.46,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00258,ZAAUTO2024-1,BOR-466709,SVC003,Bajaj Finance Auto,Online,2021-03-14,2024-10-31,2026-02-16,531700.0,60,17,43,9.59,11190.09,New Vehicle Purchase,138005.11,11190.09,10752.22,2024-10-03,Current,0,43,43,0,0,0,MG Motor,Gloster,2021,Hatchback,True,652000.0,325431.37,0.8154,0.4373,36,Professional,1966000.0,0.0683,675,680,East,Odisha,1,0.0167,0.4686,140070.25,1096.14,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00259,ZAAUTO2024-1,BOR-240173,SVC003,Bajaj Finance Auto,DSA,2023-06-19,2024-10-31,2027-05-29,741900.0,48,32,16,8.27,18206.12,New Vehicle Purchase,466276.71,18206.12,11176.88,2024-10-16,90-119 DPD,105,16,13,2,1,2,Tata Motors,Punch,2023,MUV,True,816000.0,600257.46,0.9093,0.7072,48,Professional,3796000.0,0.0576,658,628,South,Kerala,3,0.662,0.6373,484757.89,204515.77,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00260,ZAAUTO2024-1,BOR-259903,SVC003,Bajaj Finance Auto,Direct,2022-12-02,2024-10-31,2025-11-16,1465300.0,36,14,22,12.83,49251.85,New Vehicle Purchase,534031.41,49251.85,46978.22,2024-10-19,Current,0,22,22,0,0,0,Honda,Elevate,2022,MUV,True,2097000.0,1675845.39,0.6988,0.346,55,Self-Employed,1472000.0,0.4015,846,810,West,Goa,1,0.0163,0.6065,550824.24,5445.42,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00261,ZAAUTO2024-1,BOR-634630,SVC002,ICICI Auto Loans,Dealer,2023-05-24,2024-10-31,2027-05-03,924400.0,48,31,17,9.85,23378.64,Used Vehicle Purchase,580220.03,23378.64,22241.65,2024-09-26,Current,0,17,17,0,0,0,Maruti Suzuki,Ertiga,2022,MUV,False,1125000.0,943940.04,0.8217,0.6479,50,Salaried,1100000.0,0.255,721,715,East,Odisha,1,0.0192,0.4257,594472.74,4858.89,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00262,ZAAUTO2024-1,BOR-320235,SVC003,Bajaj Finance Auto,Online,2021-09-24,2024-10-31,2028-08-18,2262000.0,84,47,37,10.1,37668.86,New Vehicle Purchase,1262525.9,37668.86,36507.55,2024-09-26,Current,0,37,37,0,0,0,Toyota,Glanza,2021,SUV,True,2806000.0,1626161.93,0.8061,0.8092,62,Professional,710000.0,0.6367,677,643,Central,Madhya Pradesh,1,0.0176,0.4923,1310564.25,11355.36,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00263,ZAAUTO2024-1,BOR-929303,SVC002,ICICI Auto Loans,DSA,2024-02-22,2024-10-31,2030-01-21,701000.0,72,64,8,11.17,13404.01,New Vehicle Purchase,649821.79,13404.01,95.02,2024-09-29,90-119 DPD,96,8,2,0,0,1,Toyota,Glanza,2024,Hatchback,True,1124000.0,1007040.75,0.6237,0.6395,23,Self-Employed,3116000.0,0.0516,828,794,West,Maharashtra,3,0.7994,0.4314,655802.31,226160.75,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00264,ZAAUTO2024-1,BOR-406019,SVC003,Bajaj Finance Auto,Online,2023-12-12,2024-10-31,2027-11-21,2151300.0,48,38,10,9.07,53606.73,New Vehicle Purchase,1669109.64,53606.73,52507.23,2024-10-28,Current,0,10,10,0,0,0,Kia,Sonet,2023,SUV,True,2712000.0,2446679.98,0.7933,0.6994,24,Self-Employed,4728000.0,0.1361,721,688,West,Maharashtra,1,0.0179,0.6339,1742883.15,19776.16,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00265,ZAAUTO2024-1,BOR-918427,SVC003,Bajaj Finance Auto,DSA,2021-01-22,2024-10-31,2027-12-17,1200500.0,84,39,45,12.1,21256.36,New Vehicle Purchase,574206.21,21256.36,3211.58,2024-09-30,1-29 DPD,8,45,44,3,0,0,Toyota,Fortuner,2021,SUV,True,1277000.0,639507.13,0.9401,0.9775,62,Salaried,2189000.0,0.1165,817,799,Central,Madhya Pradesh,1,0.0184,0.6207,576896.11,6588.66,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00266,ZAAUTO2024-1,BOR-357167,SVC001,HDFC Bank Auto Finance,Online,2022-01-05,2024-10-31,2025-12-15,1466000.0,48,15,33,7.99,35782.46,New Vehicle Purchase,417263.6,35782.46,34373.84,2024-10-10,Current,0,33,33,0,0,0,Kia,Seltos,2022,Sedan,True,1744000.0,1127685.4,0.8406,0.3961,53,Professional,771000.0,0.5569,784,751,North,Rajasthan,1,0.0157,0.5382,417545.19,3528.15,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00267,ZAAUTO2024-1,BOR-158589,SVC002,ICICI Auto Loans,Direct,2021-06-24,2024-10-31,2026-05-29,1489300.0,60,20,40,9.82,31511.48,New Vehicle Purchase,458295.83,31511.48,32528.62,2024-10-24,Current,0,40,40,0,0,0,Mahindra,XUV700,2021,Compact SUV,True,1682000.0,873209.19,0.8854,0.524,59,Business Owner,1142000.0,0.3311,661,624,Central,Chhattisgarh,1,0.0182,0.4361,479416.19,3805.14,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00268,ZAAUTO2024-1,BOR-188923,SVC002,ICICI Auto Loans,DSA,2021-08-14,2024-10-31,2024-07-29,1439300.0,36,0,38,10.02,46455.68,New Vehicle Purchase,0,46455.68,48136.05,2024-10-22,Current,0,38,38,0,0,0,Mahindra,Scorpio,2021,SUV,True,1765000.0,1013503.42,0.8155,0.0,27,Self-Employed,1137000.0,0.4903,785,777,Central,Madhya Pradesh,1,0.0219,0.6299,0.0,0.0,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00269,ZAAUTO2024-1,BOR-194840,SVC003,Bajaj Finance Auto,Direct,2021-10-28,2024-10-31,2027-09-27,1918800.0,72,36,36,14.22,39764.69,New Vehicle Purchase,903535.5,39764.69,39305.91,2024-10-05,Current,0,36,36,0,0,0,Toyota,Fortuner,2021,MUV,True,3000000.0,1713183.18,0.6396,0.5302,45,Self-Employed,1155000.0,0.4131,748,743,West,Gujarat,1,0.0186,0.5148,927874.36,8884.66,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00270,ZAAUTO2024-1,BOR-215507,SVC001,HDFC Bank Auto Finance,Direct,2022-03-26,2024-10-31,2029-02-17,1206600.0,84,53,31,10.82,20545.91,New Vehicle Purchase,700432.19,20545.91,20282.27,2024-10-25,Current,0,31,31,0,0,0,Hyundai,Venue,2022,Sedan,True,1991000.0,1291046.16,0.606,0.5602,27,Business Owner,4337000.0,0.0568,849,816,West,Gujarat,1,0.0154,0.5587,705442.96,6069.62,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00271,ZAAUTO2024-1,BOR-953238,SVC001,HDFC Bank Auto Finance,Dealer,2021-06-01,2024-10-31,2025-05-11,308500.0,48,8,40,8.04,7537.18,New Vehicle Purchase,50664.83,7537.18,7578.0,2024-10-15,Current,0,40,40,0,0,0,MG Motor,Gloster,2021,Hatchback,True,475000.0,267706.02,0.6494,0.2051,51,Self-Employed,3897000.0,0.0232,770,737,Central,Chhattisgarh,1,0.0213,0.4021,51071.03,437.41,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00272,ZAAUTO2024-1,BOR-322155,SVC002,ICICI Auto Loans,DSA,2023-10-25,2024-10-31,2029-09-23,620200.0,72,60,12,14.35,12896.2,New Vehicle Purchase,474850.96,12896.2,289.38,2024-10-13,1-29 DPD,15,12,11,1,0,0,Kia,Carens,2023,Sedan,True,981000.0,783097.55,0.6322,0.5655,48,Salaried,878000.0,0.1763,840,861,Central,Madhya Pradesh,1,0.0163,0.3825,476698.33,2972.09,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00273,ZAAUTO2024-1,BOR-697817,SVC001,HDFC Bank Auto Finance,Dealer,2021-08-07,2024-10-31,2024-07-22,876500.0,36,0,38,9.18,27945.95,New Vehicle Purchase,0,27945.95,529.53,2024-10-07,90-119 DPD,99,38,35,2,1,2,Hyundai,Venue,2021,SUV,True,1307000.0,707730.68,0.6706,0.0,61,Salaried,2455000.0,0.1366,661,617,West,Maharashtra,3,0.764,0.619,0.0,0.0,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00274,ZAAUTO2024-1,BOR-785999,SVC003,Bajaj Finance Auto,DSA,2021-03-18,2024-10-31,2025-02-25,829700.0,48,5,43,13.69,22543.97,New Vehicle Purchase,88252.54,22543.97,21636.36,2024-10-31,Current,0,43,43,0,0,0,Kia,Seltos,2021,MUV,True,1013000.0,455248.14,0.8191,0.18,34,Self-Employed,4969000.0,0.0544,778,794,Central,Chhattisgarh,1,0.0169,0.6491,90930.46,997.49,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00275,ZAAUTO2024-1,BOR-470533,SVC003,Bajaj Finance Auto,Direct,2022-09-26,2024-10-31,2026-09-05,1526600.0,48,23,25,7.98,37254.44,New Vehicle Purchase,721603.63,37254.44,37276.58,2024-10-15,Current,0,25,25,0,0,0,Volkswagen,Taigun,2022,MUV,True,1647000.0,1239922.88,0.9269,0.6259,29,Salaried,2407000.0,0.1857,716,726,West,Gujarat,1,0.0193,0.5037,744140.46,7234.09,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00276,ZAAUTO2024-1,BOR-265890,SVC003,Bajaj Finance Auto,Dealer,2021-03-29,2024-10-31,2025-03-08,1258100.0,48,5,43,13.47,34045.89,New Vehicle Purchase,123660.63,34045.89,33509.41,2024-09-30,Current,0,43,43,0,0,0,Skoda,Kushaq,2021,Sedan,True,1580000.0,720769.28,0.7963,0.1617,61,Professional,4313000.0,0.0947,707,706,East,West Bengal,1,0.025,0.6267,128410.54,2011.87,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00277,ZAAUTO2024-1,BOR-730275,SVC001,HDFC Bank Auto Finance,Dealer,2023-09-03,2024-10-31,2027-08-13,665900.0,48,35,13,9.74,16805.92,New Vehicle Purchase,439278.24,16805.92,17091.02,2024-10-15,Current,0,13,13,0,0,0,Hyundai,i20,2023,Compact SUV,True,871000.0,688675.67,0.7645,0.5976,47,Salaried,1340000.0,0.1505,760,770,South,Karnataka,1,0.0173,0.3745,458469.78,2970.36,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00278,ZAAUTO2024-1,BOR-921934,SVC003,Bajaj Finance Auto,Online,2021-04-21,2024-10-31,2027-03-21,898500.0,72,30,42,10.87,17042.35,New Vehicle Purchase,367009.53,17042.35,16882.81,2024-09-28,Current,0,42,42,0,0,0,Hyundai,Verna,2021,SUV,True,1244000.0,644455.16,0.7222,0.5948,35,Professional,1967000.0,0.104,827,850,East,West Bengal,1,0.0142,0.619,384145.56,3376.56,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00279,ZAAUTO2024-1,BOR-274169,SVC003,Bajaj Finance Auto,DSA,2023-07-12,2024-10-31,2027-06-21,546000.0,48,33,15,10.44,13963.63,New Vehicle Purchase,368585.57,13963.63,14625.6,2024-10-10,Current,0,15,15,0,0,0,Tata Motors,Altroz,2023,Compact SUV,True,807000.0,610571.62,0.6765,0.557,61,Professional,1316000.0,0.1273,703,677,Central,Madhya Pradesh,1,0.0218,0.4868,376148.7,3991.78,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00280,ZAAUTO2024-1,BOR-813327,SVC003,Bajaj Finance Auto,Dealer,2021-12-27,2024-10-31,2027-11-26,1069600.0,72,38,34,9.5,19546.61,New Vehicle Purchase,563913.2,19546.61,18951.53,2024-10-01,Current,0,34,34,0,0,0,MG Motor,Astor,2021,Compact SUV,True,1354000.0,873797.53,0.79,0.7035,51,Business Owner,4727000.0,0.0496,675,636,North,Delhi,1,0.022,0.6055,569887.05,7591.47,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00281,ZAAUTO2024-1,BOR-790677,SVC002,ICICI Auto Loans,Online,2022-12-20,2024-10-31,2026-11-29,600300.0,48,26,22,11.05,15529.65,New Vehicle Purchase,305698.72,15529.65,15753.95,2024-10-28,Current,0,22,22,0,0,0,MG Motor,Astor,2022,MUV,True,821000.0,640672.29,0.7311,0.5059,39,Business Owner,4099000.0,0.0455,756,736,North,Uttar Pradesh,1,0.016,0.5217,312271.54,2606.59,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00282,ZAAUTO2024-1,BOR-204415,SVC003,Bajaj Finance Auto,Direct,2024-03-29,2024-10-31,2029-03-03,2272500.0,60,53,7,11.12,49545.76,New Vehicle Purchase,1938341.85,49545.76,50705.97,2024-10-02,Current,0,7,7,0,0,0,Honda,City,2024,MUV,True,3439000.0,3234839.12,0.6608,0.6153,30,Salaried,2439000.0,0.2438,845,875,West,Goa,1,0.0143,0.5623,2027563.18,16303.41,False,False,,0,0,0,0,Nil,True
ZAAUTO2024-1-00283,ZAAUTO2024-1,BOR-496473,SVC002,ICICI Auto Loans,Online,2023-01-04,2024-10-31,2026-12-14,800000.0,48,27,21,12.58,21295.61,New Vehicle Purchase,459479.07,21295.61,22273.54,2024-10-27,Current,0,21,21,0,0,0,Tata Motors,Punch,2023,Sedan,True,1016000.0,715934.84,0.7874,0.6046,39,Salaried,2831000.0,0.0903,810,762,Central,Madhya Pradesh,1,0.025,0.4124,461791.9,4761.07,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00284,ZAAUTO2024-1,BOR-761875,SVC003,Bajaj Finance Auto,Direct,2023-05-10,2024-10-31,2026-04-24,1977500.0,36,19,17,13.83,67423.1,New Vehicle Purchase,1042584.65,67423.1,70388.69,2024-10-14,Current,0,17,17,0,0,0,Honda,Amaze,2023,MUV,True,2983000.0,2266983.66,0.6629,0.4391,61,Salaried,1291000.0,0.6267,738,749,Central,Madhya Pradesh,1,0.0166,0.4595,1089426.54,8309.82,False,False,,0,0,0,28027.45,Nil,True
ZAAUTO2024-1-00285,ZAAUTO2024-1,BOR-302432,SVC002,ICICI Auto Loans,DSA,2022-02-13,2024-10-31,2028-01-13,1820200.0,72,40,32,11.09,34729.79,New Vehicle Purchase,970764.56,34729.79,34962.97,2024-10-08,Current,0,32,32,0,0,0,Hyundai,i20,2022,SUV,True,2061000.0,1370607.51,0.8832,0.7646,40,Self-Employed,1230000.0,0.3388,833,818,East,West Bengal,1,0.0212,0.4315,986236.06,9021.89,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00286,ZAAUTO2024-1,BOR-656267,SVC001,HDFC Bank Auto Finance,Online,2021-05-12,2024-10-31,2028-04-05,727100.0,84,43,41,13.29,13342.28,New Vehicle Purchase,371001.75,13342.28,13424.52,2024-10-07,Current,0,41,41,0,0,0,MG Motor,Hector,2021,Compact SUV,True,978000.0,475322.87,0.7434,0.7467,47,Professional,441000.0,0.3631,696,687,East,Odisha,1,0.0223,0.565,374967.25,4724.4,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00287,ZAAUTO2024-1,BOR-306698,SVC003,Bajaj Finance Auto,Dealer,2022-03-11,2024-10-31,2028-02-08,1078800.0,72,41,31,9.72,19833.68,Refinance,582383.39,19833.68,20662.8,2024-10-29,Current,0,31,31,0,0,0,Volkswagen,Taigun,2019,Compact SUV,False,1292000.0,784988.41,0.835,0.7178,27,Professional,2644000.0,0.09,720,723,North,Delhi,1,0.0249,0.4353,606891.33,6578.08,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00288,ZAAUTO2024-1,BOR-830288,SVC001,HDFC Bank Auto Finance,Direct,2021-02-03,2024-10-31,2027-01-03,828900.0,72,28,44,11.79,16114.78,Refinance,309133.37,16114.78,16814.34,2024-10-28,Current,0,44,44,0,0,0,Hyundai,Verna,2017,SUV,False,1120000.0,503232.26,0.7401,0.5848,54,Professional,4289000.0,0.0451,681,678,Central,Madhya Pradesh,1,0.0151,0.5672,321688.54,2755.17,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00289,ZAAUTO2024-1,BOR-244455,SVC002,ICICI Auto Loans,Online,2021-03-30,2024-10-31,2027-02-27,482600.0,72,29,43,9.39,8792.83,New Vehicle Purchase,179909.08,8792.83,8663.58,2024-10-16,Current,0,43,43,0,0,0,Hyundai,Creta,2021,Hatchback,True,574000.0,286677.26,0.8408,0.6476,62,Professional,864000.0,0.1221,731,699,Central,Chhattisgarh,1,0.0233,0.4948,180734.86,2083.66,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00290,ZAAUTO2024-1,BOR-209612,SVC001,HDFC Bank Auto Finance,Online,2022-02-26,2024-10-31,2028-01-26,443200.0,72,40,32,13.23,8950.73,New Vehicle Purchase,228540.42,8950.73,8751.88,2024-10-21,Current,0,32,32,0,0,0,Hyundai,Creta,2022,Hatchback,True,531000.0,339281.37,0.8347,0.6987,45,Self-Employed,4126000.0,0.026,844,861,Central,Chhattisgarh,1,0.0186,0.4857,235630.64,2128.69,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00291,ZAAUTO2024-1,BOR-794037,SVC002,ICICI Auto Loans,Dealer,2024-03-28,2024-10-31,2030-02-25,672600.0,72,65,7,8.81,12060.65,New Vehicle Purchase,549091.17,12060.65,12174.08,2024-09-28,Current,0,7,7,0,0,0,Hyundai,Venue,2024,Hatchback,True,983000.0,919777.86,0.6842,0.6098,55,Professional,1954000.0,0.0741,680,700,North,Punjab,1,0.0146,0.4648,574569.55,3899.07,False,False,,0,0,0,0,Comprehensive,True
ZAAUTO2024-1-00292,ZAAUTO2024-1,BOR-350365,SVC001,HDFC Bank Auto Finance,Online,2023-11-29,2024-10-31,2026-11-13,1315100.0,36,25,11,13.77,44800.23,New Vehicle Purchase,900738.09,44800.23,45347.32,2024-10-12,Current,0,11,11,0,0,0,Honda,City,2023,Sedan,True,1943000.0,1805445.51,0.6769,0.5341,26,Salaried,2695000.0,0.1995,829,830,East,Jharkhand,1,0.0216,0.5618,913707.76,11087.73,False,False,,0,0,0,24874.72,Nil,False
ZAAUTO2024-1-00293,ZAAUTO2024-1,BOR-548709,SVC001,HDFC Bank Auto Finance,Online,2022-05-04,2024-10-31,2026-04-13,788700.0,48,19,29,14.24,21647.46,New Vehicle Purchase,312164.0,21647.46,22305.31,2024-10-10,Current,0,29,29,0,0,0,Tata Motors,Harrier,2022,Sedan,True,862000.0,556697.85,0.915,0.5554,45,Salaried,1086000.0,0.2392,669,640,North,Rajasthan,1,0.024,0.5076,314775.33,3834.72,False,False,,0,0,0,0,Third Party,True
ZAAUTO2024-1-00294,ZAAUTO2024-1,BOR-642985,SVC001,HDFC Bank Auto Finance,DSA,2022-12-20,2024-10-31,2027-11-24,1078900.0,60,38,22,9.61,22716.95,New Vehicle Purchase,649179.73,22716.95,8164.82,2024-09-28,120+ DPD,211,22,19,3,1,0,Volkswagen,Virtus,2022,SUV,True,1784000.0,1227664.9,0.6047,0.4944,61,Professional,830000.0,0.3284,825,841,North,Haryana,3,0.9208,0.6396,677650.94,399098.24,False,False,,0,0,0,0,Nil,False
ZAAUTO2024-1-00295,ZAAUTO2024-1,BOR-228934,SVC003,Bajaj Finance Auto,Direct,2022-12-16,2024-10-31,2029-11-09,1004500.0,84,62,22,12.41,17953.17,New Vehicle Purchase,760045.31,17953.17,17277.12,2024-09-30,Current,0,22,22,0,0,0,Toyota,Urban Cruiser,2022,SUV,True,1635000.0,1156626.67,0.6144,0.6316,50,Professional,2963000.0,0.0727,738,724,North,Delhi,1,0.0176,0.4365,790438.95,6072.47,False,False,,0,0,0,2205.71,Nil,True
ZAAUTO2024-1-00296,ZAAUTO2024-1,BOR-868661,SVC001,HDFC Bank Auto Finance,Online,2023-06-01,2024-10-31,2026-05-16,1810500.0,36,20,16,12.49,60559.11,Used Vehicle Purchase,926771.45,60559.11,62402.41,2024-10-23,Current,0,16,16,0,0,0,Toyota,Innova,2021,SUV,False,2334000.0,1955016.06,0.7757,0.4914,35,Professional,3051000.0,0.2382,670,657,South,Karnataka,1,0.025,0.5291,934802.02,12365.09,False,False,,0,0,0,0,Nil,False
