SnapshotDate,LoanID,PoolID,DPD_Days,DPD_Bucket,DPD_Bucket_Prior,CurrentBalance,AmountOverdue,EMIsOverdue,LastPaymentDate,LastPaymentAmount,CureFlag,RollFlag,RepossessionFlag,WriteOffFlag,RBI_SMA_Class,ConsecutiveMonthsDelinquent,TransitionType
2024-01-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,303003.12,0,0,2024-01-02,12665.56,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,296978.81,0,0,2024-02-18,12201.36,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,297949.74,0,0,2024-03-18,11541.34,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,281940.24,0,0,2024-04-24,11764.2,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,292572.37,0,0,2024-05-30,12060.07,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,278890.15,0,0,2024-04-26,13017.61,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,272069.29,0,0,2024-05-28,12319.15,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,276013.42,0,0,2024-06-30,12328.01,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,261409.53,0,0,2024-07-26,12996.62,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,264104.32,0,0,2024-09-02,12188.93,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00214,ZAAUTO2024-1,0,Current,Current,250794.33,0,0,2024-10-26,12457.54,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2023-12-20,14958.08,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-01-15,14711.39,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-01-27,13550.15,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-02-25,14377.21,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-03-31,14891.13,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-05-29,12949.16,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-05-18,13598.02,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-06-22,13318.3,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-07-09,14863.76,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,852200.0,0,0,2024-08-27,13385.67,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,813939.49,0,0,2024-09-28,13622.29,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00215,ZAAUTO2024-1,0,Current,Current,801604.13,0,0,2024-10-04,14163.89,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1234901.04,0,0,2023-12-16,30643.87,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1138176.0,0,0,2024-01-18,33253.28,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1175019.92,0,0,2024-02-27,33346.46,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1080533.89,0,0,2024-03-06,34073.92,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1080999.17,0,0,2024-04-03,33331.44,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1027925.11,0,0,2024-05-23,35100.43,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,1062389.24,0,0,2024-05-07,32325.04,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,986415.13,0,0,2024-06-27,31746.82,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,939841.31,0,0,2024-07-30,31690.61,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,954778.09,0,0,2024-07-27,33425.61,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,940348.56,0,0,2024-09-30,34978.85,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00216,ZAAUTO2024-1,0,Current,Current,863395.06,0,0,2024-10-27,30924.63,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,1027612.98,0,0,2023-11-26,25143.88,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,1041667.11,0,0,2024-01-08,27946.72,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,1032876.11,0,0,2024-01-31,27199.17,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,1018687.52,0,0,2024-02-24,25495.66,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,978780.43,0,0,2024-03-28,27927.83,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,936501.8,0,0,2024-04-26,26349.59,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,899768.23,0,0,2024-05-04,27168.25,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,0,Current,Current,917605.38,0,0,2024-06-13,24627.64,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,5,1-29 DPD,Current,911832.52,27010.9,1,2024-06-27,3736.19,False,Worse,False,False,SMA-0,1,Roll
2024-08-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,53,30-59 DPD,1-29 DPD,874015.54,27010.9,1,2024-08-23,6035.15,False,Worse,False,False,SMA-1,2,Roll
2024-09-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,86,60-89 DPD,30-59 DPD,868662.68,54021.8,2,2024-09-28,15848.53,False,Worse,False,False,SMA-2,3,Roll
2024-10-30,ZAAUTO2024-1-00217,ZAAUTO2024-1,112,90-119 DPD,60-89 DPD,828219.61,81032.7,3,2024-10-01,15445.56,False,Worse,False,False,NPA,4,Roll
2023-12-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2023-12-16,25653.43,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2024-01-03,27004.2,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2024-02-26,27041.65,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2024-03-29,28564.98,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2024-04-09,28617.25,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,9,1-29 DPD,Current,1061100.0,27558.86,1,2024-05-17,12521.4,False,Worse,False,False,SMA-0,1,Roll
2024-05-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,1-29 DPD,1061100.0,0,0,2024-05-03,28381.8,True,Better,False,False,Standard,0,Cure
2024-06-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2024-06-27,28140.61,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1049142.03,0,0,2024-07-12,28351.92,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1061100.0,0,0,2024-08-01,26555.04,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1029622.52,0,0,2024-08-28,25878.19,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00218,ZAAUTO2024-1,0,Current,Current,1030801.76,0,0,2024-10-01,27885.3,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2676557.19,0,0,2023-12-14,70795.52,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2717925.62,0,0,2024-01-30,63926.01,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2628177.85,0,0,2024-02-08,71354.72,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2635146.5,0,0,2024-03-02,67458.44,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2516993.09,0,0,2024-04-01,63014.74,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2459014.55,0,0,2024-04-25,64902.35,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,2,1-29 DPD,Current,2453917.08,69587.21,1,2024-05-25,11542.25,False,Worse,False,False,SMA-0,1,Roll
2024-06-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,1-29 DPD,2415072.68,0,0,2024-06-10,72579.04,True,Better,False,False,Standard,0,Cure
2024-07-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2342492.62,0,0,2024-07-14,70623.82,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2271888.76,0,0,2024-07-30,63956.45,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2285758.74,0,0,2024-09-21,71722.55,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00219,ZAAUTO2024-1,0,Current,Current,2245565.1,0,0,2024-10-16,63823.09,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1323585.36,0,0,2023-12-08,48511.38,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1226592.31,0,0,2024-01-15,47096.84,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1207050.57,0,0,2024-01-31,45342.34,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1184556.44,0,0,2024-03-17,46919.27,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1187088.27,0,0,2024-04-04,45032.38,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1168714.11,0,0,2024-05-12,45564.09,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1137468.3,0,0,2024-05-07,46987.49,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1121110.04,0,0,2024-06-07,47993.99,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1142481.98,0,0,2024-07-29,45691.91,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1047081.58,0,0,2024-08-21,51266.34,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,0,Current,Current,1023208.65,0,0,2024-09-17,50496.15,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00220,ZAAUTO2024-1,17,1-29 DPD,Current,1051607.1,49447.61,1,2024-09-28,23244.35,False,Worse,False,False,SMA-0,1,Roll
2023-12-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,19,1-29 DPD,Current,321100.0,8683.0,1,2023-11-25,3823.74,False,Worse,False,False,SMA-0,1,Roll
2024-01-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,18,1-29 DPD,1-29 DPD,321100.0,8683.0,1,2023-12-28,4158.49,False,Same,False,False,SMA-0,2,Static
2024-02-28,ZAAUTO2024-1-00221,ZAAUTO2024-1,20,1-29 DPD,1-29 DPD,321100.0,8683.0,1,2024-01-26,2710.85,False,Same,False,False,SMA-0,3,Static
2024-03-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,1-29 DPD,316851.38,0,0,2024-03-18,8903.56,True,Better,False,False,Standard,0,Cure
2024-04-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,311632.23,0,0,2024-04-15,8242.8,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,318159.19,0,0,2024-05-07,8115.42,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,302757.49,0,0,2024-05-23,8717.39,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,300870.3,0,0,2024-06-04,8286.03,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,294179.16,0,0,2024-06-28,7914.26,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,289699.22,0,0,2024-07-31,8602.97,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,286774.17,0,0,2024-09-04,8113.96,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00221,ZAAUTO2024-1,0,Current,Current,289668.48,0,0,2024-10-22,9020.4,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,414154.21,0,0,2023-12-18,18995.9,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,416483.38,0,0,2024-01-30,16977.62,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,394645.23,0,0,2024-01-24,18476.97,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,387416.99,0,0,2024-03-24,16866.47,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,366988.82,0,0,2024-04-03,16584.37,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,362086.13,0,0,2024-05-26,16882.93,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,371614.99,0,0,2024-05-06,19007.98,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,349821.71,0,0,2024-06-05,18437.18,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,338452.38,0,0,2024-07-12,16846.18,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,345588.31,0,0,2024-08-09,18146.87,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,0,Current,Current,330117.31,0,0,2024-09-28,16721.53,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00222,ZAAUTO2024-1,12,1-29 DPD,Current,328901.99,18353.87,1,2024-10-04,6946.93,False,Worse,False,False,SMA-0,1,Roll
2023-12-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,750870.6,0,0,2023-12-01,12159.86,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,730638.99,0,0,2023-12-29,12813.96,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,710425.39,0,0,2024-02-22,11879.45,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,709310.94,0,0,2024-03-27,12512.03,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,717248.02,0,0,2024-03-29,13045.61,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,681885.43,0,0,2024-05-10,12168.8,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,685672.87,0,0,2024-05-21,11516.66,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,682178.52,0,0,2024-06-17,12257.38,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,638937.83,0,0,2024-07-10,11626.32,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,627328.01,0,0,2024-08-23,11985.39,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,624381.55,0,0,2024-09-16,13124.31,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00223,ZAAUTO2024-1,0,Current,Current,603666.05,0,0,2024-10-14,13321.51,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1277857.32,0,0,2023-12-30,49918.99,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,27,1-29 DPD,Current,1179368.95,51290.77,1,2024-01-17,8673.4,False,Worse,False,False,SMA-0,1,Roll
2024-02-28,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,1-29 DPD,1227600.26,0,0,2024-02-01,51794.11,True,Better,False,False,Standard,0,Cure
2024-03-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1160684.19,0,0,2024-03-01,48430.86,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1096894.76,0,0,2024-04-23,49580.77,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1092142.88,0,0,2024-05-14,46829.99,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1039126.22,0,0,2024-05-13,51790.6,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1007652.93,0,0,2024-06-08,52344.6,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,1022567.31,0,0,2024-07-16,51757.73,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,962378.64,0,0,2024-07-29,48741.65,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,0,Current,Current,940460.21,0,0,2024-08-29,51332.43,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00224,ZAAUTO2024-1,32,30-59 DPD,Current,926227.54,51290.77,1,2024-10-10,27459.21,False,Worse,False,False,SMA-1,1,Roll
2023-12-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1433102.2,0,0,2023-12-16,30103.29,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1375443.04,0,0,2024-01-21,29251.43,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1342653.04,0,0,2024-01-28,28340.63,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1318732.94,0,0,2024-03-25,31355.02,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1355567.76,0,0,2024-04-17,27080.26,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1256556.5,0,0,2024-04-25,29823.02,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1289803.09,0,0,2024-05-28,28952.14,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1224284.01,0,0,2024-06-06,29912.38,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1196669.51,0,0,2024-07-08,29250.2,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1207393.83,0,0,2024-08-19,31025.97,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1196779.74,0,0,2024-09-12,30079.06,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00225,ZAAUTO2024-1,0,Current,Current,1142107.22,0,0,2024-10-05,29762.68,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,306784.99,0,0,2023-12-23,9633.4,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,288537.04,0,0,2024-01-22,10280.07,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,283806.72,0,0,2024-01-28,10018.09,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,281322.03,0,0,2024-03-29,9547.42,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,271265.51,0,0,2024-04-04,9198.17,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,25,1-29 DPD,Current,261289.45,10117.66,1,2024-05-10,2496.41,False,Worse,False,False,SMA-0,1,Roll
2024-05-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,26,1-29 DPD,1-29 DPD,257042.67,10117.66,1,2024-05-05,1582.6,False,Same,False,False,SMA-0,2,Static
2024-06-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,2,1-29 DPD,1-29 DPD,247457.98,10117.66,1,2024-06-16,2063.04,False,Same,False,False,SMA-0,3,Static
2024-07-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,1-29 DPD,250641.61,0,0,2024-07-11,9785.25,True,Better,False,False,Standard,0,Cure
2024-08-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,233861.4,0,0,2024-08-20,9919.37,False,Same,False,False,Standard,0,Static
2024-09-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,236690.44,0,0,2024-09-23,10544.44,False,Same,False,False,Standard,0,Static
2024-10-30,ZAAUTO2024-1-00226,ZAAUTO2024-1,0,Current,Current,227389.21,0,0,2024-10-09,9302.0,False,Same,False,False,Standard,0,Static
2023-12-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,749401.9,0,0,2023-12-20,34839.35,False,Same,False,False,Standard,0,Static
2024-01-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,723722.42,0,0,2024-01-16,32047.56,False,Same,False,False,Standard,0,Static
2024-02-28,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,693651.7,0,0,2024-02-05,32258.06,False,Same,False,False,Standard,0,Static
2024-03-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,678379.83,0,0,2024-03-15,35358.33,False,Same,False,False,Standard,0,Static
2024-04-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,651770.16,0,0,2024-04-29,34416.34,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,656846.85,0,0,2024-04-28,32596.53,False,Same,False,False,Standard,0,Static
2024-05-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,636544.21,0,0,2024-05-20,32011.4,False,Same,False,False,Standard,0,Static
2024-06-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,597923.22,0,0,2024-06-15,30741.2,False,Same,False,False,Standard,0,Static
2024-07-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,Current,611129.41,0,0,2024-07-06,33907.64,False,Same,False,False,Standard,0,Static
2024-08-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,5,1-29 DPD,Current,595250.02,33965.67,1,2024-08-13,17566.71,False,Worse,False,False,SMA-0,1,Roll
2024-09-30,ZAAUTO2024-1-00227,ZAAUTO2024-1,0,Current,1-29 DPD,546737.38,0,0,2024-08-29,34248.16,True,Better,False,False,Standard,0,Cure
